Security,ALSEA* MM Equity                                                
Start Date,08/01/2001 00:00
End Date,07/01/2019 00:00
Period,D
Currency,MXN
,
Date,PRECIO
24/05/2011,11.46
23/05/2011,11.59
20/05/2011,11.59
19/05/2011,11.62
18/05/2011,11.84
17/05/2011,11.85
16/05/2011,11.72
13/05/2011,11.85
12/05/2011,11.91
11/05/2011,11.83
10/05/2011,12.41
09/05/2011,12.57
06/05/2011,12.37
05/05/2011,12.23
04/05/2011,12.41
03/05/2011,12.38
02/05/2011,12.57
29/04/2011,12.73
28/04/2011,12.86
27/04/2011,12.86
26/04/2011,12.85
25/04/2011,13.18
20/04/2011,13.52
19/04/2011,13.01
18/04/2011,12.88
15/04/2011,13.2
14/04/2011,13.19
13/04/2011,13.05
12/04/2011,12.78
11/04/2011,12.62
08/04/2011,12.64
07/04/2011,12.45
06/04/2011,12.42
05/04/2011,12.52
04/04/2011,12.46
01/04/2011,12.41
31/03/2011,12.28
30/03/2011,12.32
29/03/2011,12.03
28/03/2011,11.93
25/03/2011,11.93
24/03/2011,11.93
23/03/2011,11.82
22/03/2011,11.7
18/03/2011,12.01
17/03/2011,11.69
16/03/2011,11.59
15/03/2011,11.53
14/03/2011,11.84
11/03/2011,12.03
10/03/2011,12.03
09/03/2011,11.81
08/03/2011,12.04
07/03/2011,12.1
04/03/2011,12.02
03/03/2011,12.15
02/03/2011,12.03
01/03/2011,12.04
28/02/2011,12.57
25/02/2011,12.47
24/02/2011,12.66
23/02/2011,12.76
22/02/2011,12.82
21/02/2011,12.71
18/02/2011,12.8
17/02/2011,12.78
16/02/2011,12.97
15/02/2011,12.73
14/02/2011,12.8
11/02/2011,12.57
10/02/2011,12.66
09/02/2011,12.79
08/02/2011,12.94
04/02/2011,13.21
03/02/2011,13.26
02/02/2011,13.38
01/02/2011,13.33
31/01/2011,13.39
28/01/2011,13.34
27/01/2011,13.64
26/01/2011,13.6
25/01/2011,13.95
24/01/2011,13.33
21/01/2011,12.91
20/01/2011,12.81
19/01/2011,12.81
18/01/2011,12.81
17/01/2011,12.73
14/01/2011,12.71
13/01/2011,12.83
12/01/2011,12.76
11/01/2011,12.7
10/01/2011,12.68
07/01/2011,12.68
06/01/2011,12.7
05/01/2011,12.69
04/01/2011,12.68
03/01/2011,12.69
31/12/2010,12.59
30/12/2010,12.61
29/12/2010,12.66
28/12/2010,12.69
27/12/2010,12.55
24/12/2010,12.63
23/12/2010,12.59
22/12/2010,12.53
21/12/2010,12.56
20/12/2010,12.48
17/12/2010,12.49
16/12/2010,12.41
15/12/2010,12.27
14/12/2010,12.44
13/12/2010,12.51
10/12/2010,12.45
09/12/2010,12.3
08/12/2010,12.22
07/12/2010,12.18
06/12/2010,12.14
03/12/2010,11.98
02/12/2010,11.95
01/12/2010,11.83
30/11/2010,11.62
29/11/2010,11.66
26/11/2010,11.61
25/11/2010,11.64
24/11/2010,11.64
23/11/2010,11.6
22/11/2010,11.69
19/11/2010,11.69
18/11/2010,11.65
17/11/2010,11.44
16/11/2010,11.6
12/11/2010,11.98
11/11/2010,12.14
10/11/2010,12.24
09/11/2010,12.27
08/11/2010,12.26
05/11/2010,12.22
04/11/2010,12.17
03/11/2010,12.15
01/11/2010,12.1
29/10/2010,12.22
28/10/2010,12.39
27/10/2010,12.29
26/10/2010,12.38
25/10/2010,12.32
22/10/2010,12.27
21/10/2010,12.15
20/10/2010,12.33
19/10/2010,12.32
18/10/2010,12.26
15/10/2010,12.27
14/10/2010,12.33
13/10/2010,12.4
12/10/2010,12.28
11/10/2010,12.2
08/10/2010,12.26
07/10/2010,12.13
06/10/2010,12.29
05/10/2010,12.29
04/10/2010,12.26
01/10/2010,12.36
30/09/2010,12.24
29/09/2010,12.27
28/09/2010,12.32
27/09/2010,12.28
24/09/2010,12.42
23/09/2010,12.34
22/09/2010,12.38
21/09/2010,12.39
20/09/2010,12.46
15/09/2010,12.27
14/09/2010,12.38
13/09/2010,12.16
10/09/2010,12.1
09/09/2010,12.08
08/09/2010,12.18
07/09/2010,12.3
06/09/2010,12.36
03/09/2010,12.28
02/09/2010,12.05
01/09/2010,12.07
31/08/2010,12.05
30/08/2010,12.08
27/08/2010,12.16
26/08/2010,12.11
25/08/2010,12.1
24/08/2010,12.04
23/08/2010,12.2
20/08/2010,12.09
19/08/2010,12.04
18/08/2010,12.3
17/08/2010,12.19
16/08/2010,12.28
13/08/2010,12.27
12/08/2010,12.25
11/08/2010,12.18
10/08/2010,12.34
09/08/2010,12.46
06/08/2010,12.44
05/08/2010,12.46
04/08/2010,12.42
03/08/2010,12.34
02/08/2010,12.38
30/07/2010,12.22
29/07/2010,12.46
28/07/2010,12.49
27/07/2010,12.37
26/07/2010,12.47
23/07/2010,12.62
22/07/2010,12.57
21/07/2010,12.56
20/07/2010,12.42
19/07/2010,12.46
16/07/2010,12.27
15/07/2010,12.61
14/07/2010,12.58
13/07/2010,12.59
12/07/2010,12.52
09/07/2010,12.56
08/07/2010,12.59
07/07/2010,12.39
06/07/2010,11.97
05/07/2010,11.98
02/07/2010,11.81
01/07/2010,11.79
30/06/2010,11.79
29/06/2010,11.97
28/06/2010,12.19
25/06/2010,12.4
24/06/2010,12.21
23/06/2010,12.36
22/06/2010,12.43
21/06/2010,12.57
18/06/2010,12.58
17/06/2010,12.39
16/06/2010,12.38
15/06/2010,12.51
14/06/2010,12.22
11/06/2010,12.39
10/06/2010,12.25
09/06/2010,12.08
08/06/2010,12.13
07/06/2010,12.26
04/06/2010,12.29
03/06/2010,12.47
02/06/2010,12.49
01/06/2010,12.47
31/05/2010,12.52
28/05/2010,12.49
27/05/2010,12.46
26/05/2010,12.33
25/05/2010,12.01
24/05/2010,12.08
21/05/2010,11.82
20/05/2010,11.51
19/05/2010,11.73
18/05/2010,11.89
17/05/2010,11.98
14/05/2010,12.04
13/05/2010,12.22
12/05/2010,12.18
11/05/2010,11.82
10/05/2010,12.22
07/05/2010,11.68
06/05/2010,11.79
05/05/2010,12.04
04/05/2010,12.07
03/05/2010,12.7
30/04/2010,12.94
29/04/2010,13.07
28/04/2010,12.85
27/04/2010,12.72
26/04/2010,13.26
23/04/2010,13.35
22/04/2010,13.3
21/04/2010,13.22
20/04/2010,13.22
19/04/2010,13.02
16/04/2010,13.17
15/04/2010,13.29
14/04/2010,13.33
13/04/2010,13.16
12/04/2010,12.98
09/04/2010,12.67
08/04/2010,12.5
07/04/2010,12.63
06/04/2010,13.02
05/04/2010,13.17
