Security;AMXL MM Equity                                                   ;
Start Date;07/02/2001 0:00;
End Date;11/07/2018 0:00;
Period;D;
Currency;MXN;
;;
Date;PX_LAST;PX_VOLUME
20/05/2014;12,27;77076003
19/05/2014;12,05;131096091
16/05/2014;12,55;35976014
15/05/2014;12,4;41635260
14/05/2014;12,57;53375281
13/05/2014;12,5;81501750
12/05/2014;12,48;32761437
09/05/2014;12,27;47905276
08/05/2014;12,41;42166097
07/05/2014;12,49;58919924
06/05/2014;12,64;34671035
05/05/2014;12,54;16026652
02/05/2014;12,45;34927942
30/04/2014;12,49;83947292
29/04/2014;12,54;26935131
28/04/2014;12,34;35422597
25/04/2014;12,36;80135320
24/04/2014;12,29;42983172
23/04/2014;12,24;61187313
22/04/2014;12,19;110614202
21/04/2014;12,06;54318606
16/04/2014;12,24;67660991
15/04/2014;12,4;56186131
14/04/2014;12,48;33970003
11/04/2014;12,39;66663963
10/04/2014;12,42;57042869
09/04/2014;12,68;53903019
08/04/2014;12,68;69804827
07/04/2014;12,82;47893149
04/04/2014;12,82;98205059
03/04/2014;12,83;81815373
02/04/2014;12,76;103455031
01/04/2014;12,61;137895214
31/03/2014;12,28;98394691
28/03/2014;12,01;53973019
27/03/2014;12,06;78860704
26/03/2014;12,24;84175253
25/03/2014;12,43;135435552
24/03/2014;12,94;58647398
21/03/2014;12,71;210930887
20/03/2014;12,64;73929818
19/03/2014;12,44;76451201
18/03/2014;12,51;61000070
14/03/2014;12,45;68578311
13/03/2014;12,43;64669473
12/03/2014;12,73;81154927
11/03/2014;12,53;102496514
10/03/2014;12,33;88264397
07/03/2014;12,28;93671918
06/03/2014;12,09;81867339
05/03/2014;12,06;51926139
04/03/2014;12,1;57826443
03/03/2014;12,29;61049175
28/02/2014;12,19;111337295
27/02/2014;12,46;65015855
26/02/2014;12,32;57960345
25/02/2014;12,41;70185714
24/02/2014;12,49;73775689
21/02/2014;12,66;54911739
20/02/2014;12,67;87372080
19/02/2014;12,94;60415902
18/02/2014;13,11;64083071
17/02/2014;13,37;18270967
14/02/2014;13,37;53809218
13/02/2014;13,28;53618905
12/02/2014;13,42;70803306
11/02/2014;13,59;60754857
10/02/2014;13,26;56507089
07/02/2014;13,47;56393015
06/02/2014;13,3;73493652
05/02/2014;13,07;92905176
04/02/2014;13,37;69408001
31/01/2014;13,55;54708435
30/01/2014;13,63;43432641
29/01/2014;13,4;60269986
28/01/2014;13,42;55147884
27/01/2014;13,52;55345408
24/01/2014;13,53;89295202
23/01/2014;13,74;36737067
22/01/2014;13,88;68162275
21/01/2014;13,67;41952280
20/01/2014;13,69;9255004
17/01/2014;13,71;34236387
16/01/2014;13,83;39999643
15/01/2014;13,95;36328064
14/01/2014;13,72;53707435
13/01/2014;13,55;41930356
10/01/2014;13,65;73914330
09/01/2014;13,58;59980853
08/01/2014;13,72;62837935
07/01/2014;13,93;44853590
06/01/2014;14,03;54828081
03/01/2014;14,14;59658240
02/01/2014;14,13;48420906
31/12/2013;14,45;29340702
30/12/2013;14,57;59941338
27/12/2013;14,49;56459222
26/12/2013;14,29;48902939
24/12/2013;14,24;37701242
23/12/2013;14,22;60372652
20/12/2013;13,93;189504165
19/12/2013;13,92;63511446
18/12/2013;13,9;100886362
17/12/2013;13,6;73306007
16/12/2013;13,83;64498545
13/12/2013;13,66;80786417
11/12/2013;13,83;95823446
10/12/2013;13,81;98089277
09/12/2013;13,83;66740904
06/12/2013;13,67;102089481
05/12/2013;13,81;91748279
04/12/2013;14,05;74577344
03/12/2013;14,25;54151195
02/12/2013;14,3;33282382
29/11/2013;14,44;66080400
28/11/2013;14,43;14454692
27/11/2013;14,41;66263150
26/11/2013;13,94;226414301
25/11/2013;14,05;67215520
22/11/2013;14,32;95942069
21/11/2013;14,13;147511212
20/11/2013;13,93;130241216
19/11/2013;13,66;47597185
15/11/2013;13,57;100842549
14/11/2013;13,26;85173033
13/11/2013;13,07;132449297
12/11/2013;13,08;111542546
11/11/2013;13,13;94837148
08/11/2013;13,1;130158234
07/11/2013;13,25;105159842
06/11/2013;13,36;107318789
05/11/2013;13,26;107512349
04/11/2013;13,43;50009858
01/11/2013;13,37;53689261
31/10/2013;13,29;97339508
30/10/2013;13,27;71289174
29/10/2013;13,28;118503840
28/10/2013;13,17;107989479
25/10/2013;12,97;176771126
24/10/2013;12,89;55283489
23/10/2013;13,03;49905457
22/10/2013;13,17;46229530
21/10/2013;13,23;73017243
18/10/2013;13,11;62716806
17/10/2013;13,15;44170778
16/10/2013;13,31;110643347
15/10/2013;12,9;48413048
14/10/2013;13,08;44539379
11/10/2013;13;64344751
10/10/2013;12,67;49759969
09/10/2013;12,41;53408049
08/10/2013;12,27;77590232
07/10/2013;12,53;50975901
04/10/2013;12,69;69820562
03/10/2013;12,65;38463534
02/10/2013;12,72;71211803
01/10/2013;12,75;66442999
30/09/2013;12,34;93590908
27/09/2013;12,53;64075002
26/09/2013;12,6;79808828
25/09/2013;12,67;91032155
24/09/2013;12,51;62504573
23/09/2013;12,46;87219709
20/09/2013;12,22;224152898
19/09/2013;12,36;99687940
18/09/2013;12,71;79413577
17/09/2013;12,68;74198972
13/09/2013;12,55;49976578
12/09/2013;12,44;46147261
11/09/2013;12,62;80873531
10/09/2013;12,56;75096877
09/09/2013;12,34;68833367
06/09/2013;12,09;90414238
05/09/2013;12,31;67443842
04/09/2013;12,28;81850507
03/09/2013;12,25;73580026
02/09/2013;12,29;22364760
30/08/2013;12,21;444456733
29/08/2013;12,16;118438512
28/08/2013;12,18;78252203
27/08/2013;12,29;72582298
26/08/2013;12,35;77374620
23/08/2013;12,38;75684494
22/08/2013;12,51;76073861
21/08/2013;12,59;75475656
20/08/2013;12,61;63105114
19/08/2013;12,25;101719994
16/08/2013;12,61;40932085
15/08/2013;12,6;62516338
14/08/2013;12,54;62092893
13/08/2013;12,54;58203519
12/08/2013;12,52;96362586
09/08/2013;12,62;242137326
08/08/2013;13,37;123616066
07/08/2013;13,17;80841589
06/08/2013;12,89;64466673
05/08/2013;12,82;49983669
02/08/2013;12,66;60162902
01/08/2013;12,92;54387994
31/07/2013;12,76;71252037
30/07/2013;12,55;70865451
29/07/2013;12,66;54067552
26/07/2013;13,09;86406311
25/07/2013;12,54;68831769
24/07/2013;12,6;49205464
23/07/2013;12,69;78589083
22/07/2013;12,58;70086023
19/07/2013;12,41;28238330
18/07/2013;12,63;58525018
17/07/2013;12,47;86385025
16/07/2013;12,56;93751117
15/07/2013;12,98;56785316
12/07/2013;13,04;97779190
11/07/2013;12,99;77421827
10/07/2013;12,98;53431915
09/07/2013;12,96;62569098
08/07/2013;12,83;101398155
05/07/2013;13,09;73642318
04/07/2013;13,27;32408939
03/07/2013;13,19;118166943
02/07/2013;13,41;129968499
01/07/2013;13,55;111830622
28/06/2013;13,41;201040128
27/06/2013;12,99;136963628
26/06/2013;12,55;128107161
25/06/2013;12,19;134972261
24/06/2013;11,97;78355410
21/06/2013;11,96;282433061
20/06/2013;11,88;145296689
19/06/2013;12,22;132794267
18/06/2013;12,31;120475710
17/06/2013;12,2;58339697
14/06/2013;12,12;78514103
13/06/2013;12,08;92697589
12/06/2013;12,21;91721412
11/06/2013;12,17;193567630
10/06/2013;12,35;81401110
07/06/2013;12,22;106248777
06/06/2013;12,17;90276120
05/06/2013;11,92;66962000
04/06/2013;11,91;72164015
03/06/2013;11,92;277081209
31/05/2013;12,2;327959318
30/05/2013;12,13;103922252
29/05/2013;11,94;116087587
28/05/2013;12,1;81582808
27/05/2013;11,75;28166297
24/05/2013;11,9;78637421
23/05/2013;11,9;75168405
22/05/2013;11,94;100315923
21/05/2013;11,93;85854425
20/05/2013;12,07;89743395
17/05/2013;12,1;104467111
16/05/2013;12,14;98570868
15/05/2013;12,14;137594452
14/05/2013;12,06;90293566
13/05/2013;12,2;104469008
10/05/2013;12,13;95263005
09/05/2013;12,14;91766647
08/05/2013;12,39;83345384
07/05/2013;12,4;65522795
06/05/2013;12,47;46628904
03/05/2013;12,58;105285322
02/05/2013;12,29;124773315
30/04/2013;12,41;87057487
29/04/2013;12,02;62792334
26/04/2013;11,95;59772196
25/04/2013;12,19;75686671
24/04/2013;12,3;102372821
23/04/2013;12,23;68257686
22/04/2013;12,07;69036289
19/04/2013;11,81;132629236
18/04/2013;11,86;80374690
17/04/2013;11,62;143104895
16/04/2013;11,96;66826740
15/04/2013;11,84;80497851
12/04/2013;12,07;93098534
11/04/2013;12,21;116560150
10/04/2013;12,2;102541589
09/04/2013;12,14;121146885
08/04/2013;11,92;110514067
05/04/2013;11,71;77102649
04/04/2013;11,84;53259300
03/04/2013;11,88;86990757
02/04/2013;12,1;92793043
01/04/2013;12,29;83351106
27/03/2013;12,43;189281855
26/03/2013;12,43;229307309
25/03/2013;12,2;174591932
22/03/2013;11,94;234335008
21/03/2013;11,72;287346326
20/03/2013;11,24;205547561
19/03/2013;11,18;161946637
15/03/2013;11,01;365061376
14/03/2013;11,5;295615644
13/03/2013;11,23;316474311
12/03/2013;12,18;215536968
11/03/2013;12,48;196223539
08/03/2013;12,91;135569644
07/03/2013;12,63;89781802
06/03/2013;12,71;95124232
05/03/2013;12,6;118955287
04/03/2013;12,59;101503180
01/03/2013;12,64;98971669
28/02/2013;12,69;85377493
27/02/2013;12,71;107677978
26/02/2013;12,92;85376404
25/02/2013;12,94;87367848
22/02/2013;13,24;77480581
21/02/2013;13,41;114851350
20/02/2013;13,41;103385983
19/02/2013;13,73;136463568
18/02/2013;13,57;14034029
15/02/2013;13,55;136811450
14/02/2013;13,28;197887998
13/02/2013;13,45;314730283
12/02/2013;15,03;56149407
11/02/2013;15,15;63244125
08/02/2013;15,18;61013890
07/02/2013;15,05;91286818
06/02/2013;15,05;50958809
05/02/2013;15,06;113764892
01/02/2013;15,37;48839780
31/01/2013;15,16;70243725
30/01/2013;15,16;55203109
29/01/2013;15,16;73446089
28/01/2013;15,14;84239318
25/01/2013;15,14;47160604
24/01/2013;15,02;44046562
23/01/2013;14,99;49058022
22/01/2013;14,95;67159788
21/01/2013;14,78;9061726
18/01/2013;14,77;53950339
17/01/2013;14,72;57247255
16/01/2013;14,85;58782461
15/01/2013;14,85;73553734
14/01/2013;14,78;79301409
11/01/2013;14,75;71675451
10/01/2013;14,78;86113520
09/01/2013;14,73;86427945
08/01/2013;14,79;118695245
07/01/2013;14,77;97625305
04/01/2013;14,69;122701922
03/01/2013;14,3;60827425
02/01/2013;14,15;54616045
31/12/2012;14,14;39594894
28/12/2012;14,24;41813545
27/12/2012;14,11;70710125
26/12/2012;14,14;35068757
24/12/2012;14,1;17027997
21/12/2012;14,26;220527403
20/12/2012;14,08;93479452
19/12/2012;14,19;89480487
18/12/2012;14,3;98748832
17/12/2012;14,3;87372444
14/12/2012;14,4;49308467
13/12/2012;14,54;84627021
11/12/2012;14,46;106736009
10/12/2012;14,32;85484621
07/12/2012;14,07;72388722
06/12/2012;14,09;86306730
05/12/2012;14,06;97589875
04/12/2012;14,35;91731888
03/12/2012;14,47;101164900
30/11/2012;14,5;352710053
29/11/2012;14,67;118397508
28/11/2012;14,58;97141586
27/11/2012;14,61;141526284
26/11/2012;14,72;107051832
23/11/2012;14,88;48161383
22/11/2012;14,95;44847786
21/11/2012;14,69;124118110
20/11/2012;14,54;123094411
16/11/2012;14,6;78959840
15/11/2012;14,62;76300425
14/11/2012;14,67;61373281
13/11/2012;14,8;107925066
12/11/2012;14,88;40903972
09/11/2012;14,93;112971719
08/11/2012;15,04;144865923
07/11/2012;15,23;88299967
06/11/2012;15,63;70509576
05/11/2012;15,77;41929311
01/11/2012;15,72;69452012
31/10/2012;15,79;143669986
30/10/2012;15,75;22264731
29/10/2012;15,8;16969516
26/10/2012;15,85;28512797
25/10/2012;15,76;57085345
24/10/2012;16,08;43263794
23/10/2012;16;34538560
22/10/2012;15,99;52658170
19/10/2012;16,09;50415388
18/10/2012;16,15;127246620
17/10/2012;15,96;82244443
16/10/2012;16,02;79428124
15/10/2012;15,96;37075570
12/10/2012;15,79;34465588
11/10/2012;15,86;36075043
10/10/2012;15,83;36138430
09/10/2012;15,88;64118351
08/10/2012;15,91;74456562
05/10/2012;16,03;84717074
04/10/2012;15,69;43704455
03/10/2012;15,58;29934828
02/10/2012;15,71;34641021
01/10/2012;15,64;43825257
28/09/2012;15,61;93957236
27/09/2012;15,75;74599856
26/09/2012;15,61;132409299
25/09/2012;15,41;50965986
24/09/2012;15,62;50917089
21/09/2012;15,48;156885321
20/09/2012;15,35;87096896
19/09/2012;15,66;55366591
18/09/2012;15,61;66215876
17/09/2012;15,43;69036512
14/09/2012;15,6;61317783
13/09/2012;15,62;97576379
12/09/2012;15,65;53966345
11/09/2012;15,64;55065303
10/09/2012;15,66;59307807
07/09/2012;15,96;50885427
06/09/2012;16,03;52220497
05/09/2012;15,94;24220424
04/09/2012;15,96;55968252
03/09/2012;16,16;14005444
31/08/2012;16,08;195035186
30/08/2012;15,98;46597692
29/08/2012;16,01;58601408
28/08/2012;16,06;40640368
27/08/2012;15,94;32561117
24/08/2012;15,98;70588277
23/08/2012;15,69;72444554
22/08/2012;15,78;59398697
21/08/2012;16,06;49424746
20/08/2012;16,3;27844103
17/08/2012;16,35;45601064
16/08/2012;16,48;55457947
15/08/2012;16,5;44499602
14/08/2012;16,21;60642031
13/08/2012;15,97;39463179
10/08/2012;16,27;44534832
09/08/2012;16,22;58184344
08/08/2012;16,39;50387239
07/08/2012;16,47;33076683
06/08/2012;16,49;34647389
03/08/2012;16,57;32584521
02/08/2012;16,7;48770707
01/08/2012;16,75;42475464
31/07/2012;16,88;77422862
30/07/2012;16,93;51175282
27/07/2012;17,08;102462365
26/07/2012;17,11;48247036
25/07/2012;16,76;34799295
24/07/2012;16,92;48435383
23/07/2012;17,18;45960551
20/07/2012;16,96;29931113
19/07/2012;16,92;44604926
18/07/2012;17,03;44461364
17/07/2012;17,21;78107665
16/07/2012;16,92;41081327
13/07/2012;16,78;38379270
12/07/2012;16,64;56987098
11/07/2012;16,63;71212730
10/07/2012;16,43;50654541
09/07/2012;16,65;54003067
06/07/2012;16,37;41833555
05/07/2012;16,43;47281079
04/07/2012;16,66;6023986
03/07/2012;16,64;39691145
02/07/2012;16,57;41888522
29/06/2012;16,51;82329295
28/06/2012;16,36;49414169
27/06/2012;16,34;92266562
26/06/2012;16,33;81211410
25/06/2012;16,43;29000565
22/06/2012;16,56;52455065
21/06/2012;16,56;48051222
20/06/2012;16,62;67443961
19/06/2012;16,57;70980948
18/06/2012;16,29;62724533
15/06/2012;15,92;132195284
14/06/2012;15,96;50962946
13/06/2012;16,06;85492190
12/06/2012;16,05;73421450
11/06/2012;15,7;51770139
08/06/2012;15,62;41445838
07/06/2012;15,63;54795885
06/06/2012;15,7;63160672
05/06/2012;15,58;56106654
04/06/2012;15,64;76557081
01/06/2012;15,42;119577140
31/05/2012;15,97;421006763
30/05/2012;16,12;87714515
29/05/2012;16,11;57184470
28/05/2012;15,94;6649230
25/05/2012;15,91;48410032
24/05/2012;15,97;83756966
23/05/2012;15,84;60685842
22/05/2012;15,8;53643269
21/05/2012;15,63;42216582
18/05/2012;15,53;58084762
17/05/2012;15,9;63910912
16/05/2012;15,93;76703564
15/05/2012;16,11;56344717
14/05/2012;16,07;54859147
11/05/2012;16,24;54893086
10/05/2012;16,27;85187737
09/05/2012;16,33;113965312
08/05/2012;16,26;261784050
07/05/2012;17,71;117083334
04/05/2012;16,89;88283869
03/05/2012;16,97;82848723
02/05/2012;16,73;98580034
30/04/2012;16,49;54099600
27/04/2012;16,12;72229658
26/04/2012;15,77;37068560
25/04/2012;15,75;54991802
24/04/2012;15,8;59854302
23/04/2012;15,63;71090655
20/04/2012;15,19;40650519
19/04/2012;15,09;69870585
18/04/2012;15,1;52925364
17/04/2012;15,09;68512920
16/04/2012;14,91;44386056
13/04/2012;14,94;64377194
12/04/2012;14,99;62712954
11/04/2012;14,65;49546337
10/04/2012;14,67;48349605
09/04/2012;14,75;69961781
04/04/2012;14,79;34149997
03/04/2012;15;37628825
02/04/2012;15,03;54886426
30/03/2012;15,12;97678917
29/03/2012;15;109066697
28/03/2012;14,93;73369626
27/03/2012;14,86;92868362
26/03/2012;14,84;98605624
23/03/2012;14,55;94027218
22/03/2012;14,52;49135750
21/03/2012;14,54;82634651
20/03/2012;14,38;46385994
16/03/2012;14,6;147688493
15/03/2012;14,31;52796034
14/03/2012;14,18;72830904
13/03/2012;14,34;56012146
12/03/2012;14,05;66165124
09/03/2012;14,18;84371760
08/03/2012;14,34;87719548
07/03/2012;14,37;42476245
06/03/2012;14,38;87857425
05/03/2012;14,51;61657360
02/03/2012;14,56;68954434
01/03/2012;14,66;98745668
29/02/2012;14,67;496427619
28/02/2012;14,6;108020424
27/02/2012;14,24;83972652
24/02/2012;14,5;70606067
23/02/2012;14,53;101917658
22/02/2012;14,19;60665197
21/02/2012;14,26;68309964
20/02/2012;14,47;10428641
17/02/2012;14,24;58738012
16/02/2012;14,29;77114882
15/02/2012;14,22;99343945
14/02/2012;14,25;91293945
13/02/2012;14,32;84458128
10/02/2012;14,51;74143125
09/02/2012;14,77;114494099
08/02/2012;14,75;86441931
07/02/2012;14,72;78617567
03/02/2012;14,81;88981229
02/02/2012;14,49;73622964
01/02/2012;14,53;83075601
31/01/2012;14,37;146219114
30/01/2012;14,5;50275427
27/01/2012;14,49;29900832
26/01/2012;14,57;97878989
25/01/2012;14,6;51354661
24/01/2012;14,39;82977184
23/01/2012;14,53;33263405
20/01/2012;14,66;68923900
19/01/2012;14,89;82985100
18/01/2012;14,63;86026100
17/01/2012;14,35;84584100
16/01/2012;14,52;8624000
13/01/2012;14,36;58613900
12/01/2012;14,67;46793000
11/01/2012;14,71;56613000
10/01/2012;14,66;64232400
09/01/2012;14,65;65548100
06/01/2012;14,7;36255800
05/01/2012;14,67;54963800
04/01/2012;15;36697500
03/01/2012;15,08;45232600
02/01/2012;15,19;7705500
30/12/2011;15,02;46957500
29/12/2011;15,07;31404800
28/12/2011;14,79;22233000
27/12/2011;15,02;24278800
26/12/2011;15,03;4460000
23/12/2011;14,97;20536500
22/12/2011;14,96;38994600
21/12/2011;14,66;31978700
20/12/2011;14,56;53350700
19/12/2011;14,31;46396900
16/12/2011;14,67;129620000
15/12/2011;14,67;91444100
14/12/2011;14,7;47578500
13/12/2011;14,77;75615200
09/12/2011;14,79;106661200
08/12/2011;14,82;98004900
07/12/2011;15,16;83712600
06/12/2011;15,39;59750400
05/12/2011;15,47;74695600
02/12/2011;15,43;46407200
01/12/2011;15,23;103736100
30/11/2011;15,36;382498900
29/11/2011;15,35;92520900
28/11/2011;15,22;64128200
25/11/2011;14,84;53418100
24/11/2011;15,34;14412700
23/11/2011;15,39;65075400
22/11/2011;15,48;70379200
18/11/2011;15,82;51379900
17/11/2011;15,77;94651000
16/11/2011;16,02;92876600
15/11/2011;16,44;134493500
14/11/2011;16,6;54136200
11/11/2011;16,64;168006900
10/11/2011;16,35;63179100
09/11/2011;16,3;78794000
08/11/2011;16,42;61595500
07/11/2011;16,43;67514300
04/11/2011;16,35;78439800
03/11/2011;16,19;90930200
01/11/2011;15,94;82887900
31/10/2011;16,15;100336600
28/10/2011;16,32;90115300
27/10/2011;16,07;56858100
26/10/2011;15,67;84496000
25/10/2011;15,43;70852100
24/10/2011;15,35;59043300
21/10/2011;15,48;74589200
20/10/2011;14,98;93372600
19/10/2011;14,94;73658900
18/10/2011;15,11;119716200
17/10/2011;14,71;51269000
14/10/2011;15;80464000
13/10/2011;14,91;88166300
12/10/2011;14,82;102192000
11/10/2011;14,46;81369100
10/10/2011;14,15;42744100
07/10/2011;13,79;72814400
06/10/2011;13,84;98644500
05/10/2011;13,97;120202000
04/10/2011;14,24;72063000
03/10/2011;14,39;90090400
30/09/2011;14,53;146648900
29/09/2011;14,62;102523600
28/09/2011;14,44;78032000
27/09/2011;14,57;70889400
26/09/2011;14,45;100178900
23/09/2011;14,1;83588900
22/09/2011;13,99;80419100
21/09/2011;14,72;96897500
20/09/2011;14,74;57647700
19/09/2011;15,06;78113800
15/09/2011;14,99;123210300
14/09/2011;14,72;58445200
13/09/2011;14,25;88747900
12/09/2011;14,25;44641500
09/09/2011;14,12;63046400
08/09/2011;14,49;52013000
07/09/2011;14,66;74282600
06/09/2011;14,45;91316500
05/09/2011;14,04;21825100
02/09/2011;14,66;47907500
01/09/2011;14,98;103441500
31/08/2011;15;300049600
30/08/2011;14,44;74935000
29/08/2011;14,35;83792200
26/08/2011;14,05;88750600
25/08/2011;13,98;63646900
24/08/2011;14,18;79279800
23/08/2011;14,11;107038700
22/08/2011;13,92;63648400
19/08/2011;13,65;73689200
18/08/2011;13,67;98966300
17/08/2011;14,14;88135100
16/08/2011;13,96;95804900
15/08/2011;13,94;81597900
12/08/2011;13,84;72744000
11/08/2011;13,94;103770100
10/08/2011;13,35;109415200
09/08/2011;13,15;127803400
08/08/2011;12,98;109467100
05/08/2011;13,5;127026800
04/08/2011;13,36;146398200
03/08/2011;13,69;132029600
02/08/2011;13,84;172579400
01/08/2011;14,08;64134500
29/07/2011;14,35;78371400
28/07/2011;14,46;100535500
27/07/2011;14,31;201753100
26/07/2011;14,3;95131900
25/07/2011;14,3;111698700
22/07/2011;14,39;152046100
21/07/2011;14,06;165244700
20/07/2011;14,05;148547000
19/07/2011;14,26;148937800
18/07/2011;14,48;114113100
15/07/2011;14,58;77998000
14/07/2011;14,63;76261600
13/07/2011;14,54;102639300
12/07/2011;14,52;114293400
11/07/2011;14,66;60546000
08/07/2011;14,62;95468800
07/07/2011;14,68;117007100
06/07/2011;14,76;110091900
05/07/2011;14,92;132952900
04/07/2011;15,05;14366400
01/07/2011;14,98;107329300
30/06/2011;15;215233500
29/06/2011;14,98;168822500
28/06/2011;14,69;160462900
27/06/2011;14,52;65799100
24/06/2011;14,4;145980200
23/06/2011;14,39;160889800
22/06/2011;14,37;147169800
21/06/2011;14,16;141035600
20/06/2011;14,13;123534800
17/06/2011;14,08;171483200
16/06/2011;14,01;157562000
15/06/2011;14,02;191683200
14/06/2011;13,98;195998800
13/06/2011;13,8;168759800
10/06/2011;13,61;114027800
09/06/2011;13,71;99650000
08/06/2011;13,64;121397800
07/06/2011;13,66;145661400
06/06/2011;13,46;97596600
03/06/2011;13,64;169753800
02/06/2011;14,21;96264400
01/06/2011;14,41;112016200
31/05/2011;14,47;350331000
30/05/2011;14,5;23658000
27/05/2011;14,45;107792000
26/05/2011;14,46;114829200
25/05/2011;14,35;100080000
24/05/2011;14,39;171087200
23/05/2011;14,21;139554800
20/05/2011;14,12;131930000
19/05/2011;13,83;144295600
18/05/2011;13,93;127390000
17/05/2011;13,79;130332800
16/05/2011;14,03;109788600
13/05/2011;14,17;128974200
12/05/2011;14,13;141662600
11/05/2011;14,47;124859200
10/05/2011;14,46;153663000
09/05/2011;14,36;95630600
06/05/2011;14,3;117961200
05/05/2011;14,58;138314400
04/05/2011;14,55;143593600
03/05/2011;14,95;135959600
02/05/2011;15,46;102184200
29/04/2011;15,66;106286200
28/04/2011;15,45;75788200
27/04/2011;15,55;83861600
26/04/2011;15,53;53820800
25/04/2011;15,54;55578400
20/04/2011;15,63;57239200
19/04/2011;15,58;65205600
18/04/2011;15,82;65235000
15/04/2011;16,13;93995600
14/04/2011;16,1;92233400
13/04/2011;16,27;103697600
12/04/2011;16,33;77971200
11/04/2011;16,37;76845000
08/04/2011;16,28;98790200
07/04/2011;16,43;122027800
06/04/2011;16,53;115017200
05/04/2011;16,5;94356600
04/04/2011;16,5;59106600
01/04/2011;16,53;67277000
31/03/2011;16,38;124413400
30/03/2011;16,25;90127800
29/03/2011;16,08;92723000
28/03/2011;16,04;37680200
25/03/2011;16;66190400
24/03/2011;15,99;98000600
23/03/2011;15,87;104946000
22/03/2011;15,57;80462600
18/03/2011;15,34;181809800
17/03/2011;15,55;76497000
16/03/2011;15,64;81958800
15/03/2011;15,54;62257200
14/03/2011;15,71;64249200
11/03/2011;15,59;61374400
10/03/2011;15,48;74620400
09/03/2011;15,75;67459400
08/03/2011;15,92;92548000
07/03/2011;15,95;89505800
04/03/2011;16,07;65197800
03/03/2011;16,19;65103000
02/03/2011;16,2;77772800
01/03/2011;16,24;57068200
28/02/2011;16,46;189125000
25/02/2011;16,21;90461600
24/02/2011;15,99;111581600
23/02/2011;16;142905600
22/02/2011;16,18;115544600
21/02/2011;16,26;18497400
18/02/2011;16,45;60932000
17/02/2011;16,29;78863800
16/02/2011;16,21;81196400
15/02/2011;16,22;84653400
14/02/2011;16,16;88873400
11/02/2011;16,21;83042400
10/02/2011;16,16;112479000
09/02/2011;16,12;110974600
08/02/2011;16,39;74971000
04/02/2011;16,39;88869400
03/02/2011;16,67;93852400
02/02/2011;16,72;103779000
01/02/2011;16,68;101443600
31/01/2011;16,4;121315800
28/01/2011;16,25;121922000
27/01/2011;16,39;97602800
26/01/2011;16,54;77064400
25/01/2011;16,62;65022600
24/01/2011;16,82;64121600
21/01/2011;16,7;88969200
20/01/2011;16,77;91376600
19/01/2011;16,82;84407400
18/01/2011;16,88;75549200
17/01/2011;16,73;13445800
14/01/2011;16,66;48065600
13/01/2011;16,71;50189800
12/01/2011;16,61;96690600
11/01/2011;16,92;98658400
10/01/2011;17,1;81364000
07/01/2011;17,17;67444200
06/01/2011;17,1;84444600
05/01/2011;17,08;88693600
04/01/2011;16,89;51472800
03/01/2011;16,85;48579800
31/12/2010;16,83;34841400
30/12/2010;16,69;28453400
29/12/2010;16,67;16648200
28/12/2010;16,71;58409200
27/12/2010;16,58;14959000
24/12/2010;16,62;2257400
23/12/2010;16,63;30011600
22/12/2010;16,6;33803000
21/12/2010;16,7;79811800
20/12/2010;16,65;28339400
17/12/2010;16,7;154209200
16/12/2010;16,61;64134800
15/12/2010;16,63;61472600
14/12/2010;16,82;68011800
13/12/2010;16,79;42046000
10/12/2010;16,79;66152800
09/12/2010;16,62;79678800
08/12/2010;16,78;45551200
07/12/2010;16,91;80852000
06/12/2010;16,89;51813800
03/12/2010;16,78;58151200
02/12/2010;16,9;64947000
01/12/2010;16,94;62550400
30/11/2010;16,74;206076800
29/11/2010;16,77;55839000
26/11/2010;16,88;27273000
25/11/2010;16,89;23462800
24/11/2010;16,93;83591200
23/11/2010;16,64;102437600
22/11/2010;16,86;128657400
19/11/2010;16,9;60155200
18/11/2010;16,86;64732800
17/11/2010;16,64;70051600
16/11/2010;16,55;87547400
12/11/2010;16,75;47768000
11/11/2010;16,69;56230400
10/11/2010;16,72;103447600
09/11/2010;16,78;90214200
08/11/2010;17,17;54397400
05/11/2010;17,23;38348800
04/11/2010;17,13;59577800
03/11/2010;16,87;58748000
01/11/2010;16,89;52773200
29/10/2010;16,8;95879200
28/10/2010;16,82;61975200
27/10/2010;16,84;71220600
26/10/2010;17,11;64786600
25/10/2010;17,1;42080600
22/10/2010;16,87;49969200
21/10/2010;16,81;90518600
20/10/2010;16,77;99329400
19/10/2010;16,51;55418200
18/10/2010;16,72;72162000
15/10/2010;16,64;66271200
14/10/2010;16,59;91422000
13/10/2010;16,57;82911600
12/10/2010;16,36;50035600
11/10/2010;16,47;40174600
08/10/2010;16,38;51445400
07/10/2010;16,27;55151600
06/10/2010;16,28;54431800
05/10/2010;16,07;59859200
04/10/2010;16,23;120963600
01/10/2010;16,12;62598200
30/09/2010;15,93;109884000
29/09/2010;15,74;57008400
28/09/2010;15,76;75011400
27/09/2010;15,7;55407400
24/09/2010;15,79;94541000
23/09/2010;15,68;83925200
22/09/2010;15,62;67498400
21/09/2010;15,61;79748200
20/09/2010;15,49;66632000
15/09/2010;15,21;103599200
14/09/2010;15,2;85462200
13/09/2010;15,22;73075600
10/09/2010;15,03;53127800
09/09/2010;15,1;56439400
08/09/2010;15,11;75798200
